travelCode,userCode,from,place,flightType,Fprice,agency,name,days,price,total,FHtotal
34889,333,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,FlyingDrops,Hotel CB,1,165.99,165.99,1872.88
34905,333,Recife (PE),Salvador (BH),economic,842.11,CloudFy,Hotel K,3,263.41,790.23,1632.34
34906,333,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,CloudFy,Hotel CB,2,165.99,331.98,676.24
34909,334,Aracaju (SE),Salvador (BH),firstClass,1714.75,FlyingDrops,Hotel K,3,263.41,790.23,2504.98
34916,334,Recife (PE),Campo Grande (MS),premium,793.15,CloudFy,Hotel BW,4,60.39,241.56,1034.71
34920,334,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,Rainbow,Hotel AF,3,139.1,417.3,1169.57
34921,334,Aracaju (SE),Sao Paulo (SP),premium,588.14,Rainbow,Hotel AF,1,139.1,139.1,727.24
34924,335,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,CloudFy,Hotel BW,3,60.39,181.17,1570.54
34925,335,Aracaju (SE),Salvador (BH),firstClass,1723.71,Rainbow,Hotel K,3,263.41,790.23,2513.94
34926,335,Brasilia (DF),Salvador (BH),firstClass,1685.23,CloudFy,Hotel K,4,263.41,1053.64,2738.87
34927,335,Recife (PE),Brasilia (DF),economic,393.68,CloudFy,Hotel BP,4,247.62,990.48,1384.16
34930,335,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,FlyingDrops,Hotel CB,4,165.99,663.96,2370.85
34933,335,Recife (PE),Salvador (BH),premium,1242.65,CloudFy,Hotel K,1,263.41,263.41,1506.06
34935,335,Recife (PE),Natal (RN),firstClass,669.83,CloudFy,Hotel BD,1,242.88,242.88,912.71
34938,335,Brasilia (DF),Campo Grande (MS),premium,851.15,Rainbow,Hotel BW,4,60.39,241.56,1092.71
34939,335,Recife (PE),Sao Paulo (SP),firstClass,954.78,FlyingDrops,Hotel AF,3,139.1,417.3,1372.08
34947,335,Recife (PE),Brasilia (DF),economic,439.38,Rainbow,Hotel BP,2,247.62,495.24,934.62
34951,335,Aracaju (SE),Natal (RN),premium,535.95,CloudFy,Hotel BD,4,242.88,971.52,1507.47
34952,335,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,CloudFy,Hotel A,4,313.02,1252.08,2739.6
34954,335,Recife (PE),Aracaju (SE),firstClass,1166.1,CloudFy,Hotel Z,4,208.04,832.16,1998.26
34956,335,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,FlyingDrops,Hotel CB,4,165.99,663.96,1854.9
34958,335,Recife (PE),Campo Grande (MS),economic,563.71,CloudFy,Hotel BW,1,60.39,60.39,624.1
34965,335,Recife (PE),Sao Paulo (SP),economic,545.95,Rainbow,Hotel AF,2,139.1,278.2,824.15
34967,335,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,Rainbow,Hotel AF,3,139.1,417.3,1409.47
34969,335,Recife (PE),Aracaju (SE),firstClass,1181.19,Rainbow,Hotel Z,1,208.04,208.04,1389.23
34970,335,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,Rainbow,Hotel BW,4,60.39,241.56,1311.17
34972,335,Recife (PE),Aracaju (SE),premium,932.84,CloudFy,Hotel Z,3,208.04,624.12,1556.96
34973,335,Brasilia (DF),Natal (RN),premium,1067.3,CloudFy,Hotel BD,1,242.88,242.88,1310.18
34974,335,Brasilia (DF),Campo Grande (MS),economic,583.6,CloudFy,Hotel BW,3,60.39,181.17,764.77
34978,335,Brasilia (DF),Sao Paulo (SP),economic,538.95,CloudFy,Hotel AF,4,139.1,556.4,1095.35
34979,335,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,Rainbow,Hotel CB,1,165.99,165.99,1355.85
34983,335,Recife (PE),Sao Paulo (SP),firstClass,954.78,FlyingDrops,Hotel AF,3,139.1,417.3,1372.08
34985,335,Brasilia (DF),Sao Paulo (SP),economic,538.95,CloudFy,Hotel AF,4,139.1,556.4,1095.35
34986,335,Aracaju (SE),Brasilia (DF),premium,706.36,Rainbow,Hotel BP,4,247.62,990.48,1696.84
34989,335,Recife (PE),Salvador (BH),firstClass,1484.94,CloudFy,Hotel K,4,263.41,1053.64,2538.58
34998,336,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,FlyingDrops,Hotel CB,4,165.99,663.96,1203.35
35003,336,Aracaju (SE),Salvador (BH),premium,1288.79,CloudFy,Hotel K,3,263.41,790.23,2079.02
35006,336,Recife (PE),Natal (RN),economic,301.51,CloudFy,Hotel BD,3,242.88,728.64,1030.15
35007,336,Aracaju (SE),Recife (PE),firstClass,1119.47,Rainbow,Hotel AU,1,312.83,312.83,1432.3
35008,336,Aracaju (SE),Florianopolis (SC),premium,1174.97,CloudFy,Hotel A,2,313.02,626.04,1801.01
35017,336,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,FlyingDrops,Hotel CB,1,165.99,165.99,705.38
35019,336,Brasilia (DF),Sao Paulo (SP),premium,750,Rainbow,Hotel AF,1,139.1,139.1,889.1
35022,336,Brasilia (DF),Salvador (BH),economic,958.15,CloudFy,Hotel K,1,263.41,263.41,1221.56
35026,336,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,Rainbow,Hotel BW,3,60.39,181.17,1250.78
35030,336,Recife (PE),Florianopolis (SC),firstClass,1371.83,Rainbow,Hotel A,3,313.02,939.06,2310.89
35031,336,Aracaju (SE),Sao Paulo (SP),premium,630.34,CloudFy,Hotel AF,2,139.1,278.2,908.54
35034,336,Brasilia (DF),Recife (PE),firstClass,804.24,CloudFy,Hotel AU,1,312.83,312.83,1117.07
35036,336,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,CloudFy,Hotel BW,4,60.39,241.56,1338.14
35042,336,Recife (PE),Campo Grande (MS),firstClass,1038.95,FlyingDrops,Hotel BW,4,60.39,241.56,1280.51
35044,336,Recife (PE),Rio de Janeiro (RJ),economic,908.93,Rainbow,Hotel CB,1,165.99,165.99,1074.92
35047,336,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,Rainbow,Hotel A,4,313.02,1252.08,2829.05
35055,336,Brasilia (DF),Florianopolis (SC),premium,1222.24,Rainbow,Hotel A,1,313.02,313.02,1535.26
35056,336,Aracaju (SE),Natal (RN),premium,535.95,CloudFy,Hotel BD,4,242.88,971.52,1507.47
35060,336,Brasilia (DF),Florianopolis (SC),premium,1222.24,Rainbow,Hotel A,4,313.02,1252.08,2474.32
35062,336,Aracaju (SE),Salvador (BH),economic,964.83,CloudFy,Hotel K,2,263.41,526.82,1491.65
35065,336,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,CloudFy,Hotel CB,4,165.99,663.96,1381
35066,336,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,FlyingDrops,Hotel BW,2,60.39,120.78,1130.49
35070,336,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,CloudFy,Hotel BW,4,60.39,241.56,1338.14
35075,336,Aracaju (SE),Florianopolis (SC),economic,869.13,CloudFy,Hotel A,3,313.02,939.06,1808.19
35077,336,Recife (PE),Salvador (BH),firstClass,1596.61,FlyingDrops,Hotel K,2,263.41,526.82,2123.43
35080,337,Brasilia (DF),Campo Grande (MS),premium,831.7,CloudFy,Hotel BW,1,60.39,60.39,892.09
35087,337,Recife (PE),Campo Grande (MS),premium,793.15,CloudFy,Hotel BW,2,60.39,120.78,913.93
35098,337,Recife (PE),Campo Grande (MS),economic,563.71,CloudFy,Hotel BW,1,60.39,60.39,624.1
35103,337,Brasilia (DF),Salvador (BH),economic,958.15,CloudFy,Hotel K,4,263.41,1053.64,2011.79
35105,337,Recife (PE),Brasilia (DF),firstClass,697.22,FlyingDrops,Hotel BP,3,247.62,742.86,1440.08
35106,337,Aracaju (SE),Recife (PE),premium,835.21,CloudFy,Hotel AU,3,312.83,938.49,1773.7
35110,337,Aracaju (SE),Natal (RN),firstClass,549.96,Rainbow,Hotel BD,4,242.88,971.52,1521.48
35118,337,Aracaju (SE),Brasilia (DF),firstClass,959.29,Rainbow,Hotel BP,4,247.62,990.48,1949.77
35119,337,Aracaju (SE),Natal (RN),firstClass,577.71,FlyingDrops,Hotel BD,1,242.88,242.88,820.59
35121,337,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,Rainbow,Hotel CB,3,165.99,497.97,2109.11
35132,337,Recife (PE),Aracaju (SE),economic,684.88,CloudFy,Hotel Z,1,208.04,208.04,892.92
35133,337,Aracaju (SE),Brasilia (DF),economic,548.62,Rainbow,Hotel BP,2,247.62,495.24,1043.86
35134,337,Recife (PE),Sao Paulo (SP),premium,657.87,CloudFy,Hotel AF,2,139.1,278.2,936.07
35137,337,Recife (PE),Salvador (BH),firstClass,1596.61,FlyingDrops,Hotel K,1,263.41,263.41,1860.02
35141,337,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,FlyingDrops,Hotel BW,2,60.39,120.78,1496.87
35144,337,Aracaju (SE),Florianopolis (SC),economic,869.13,CloudFy,Hotel A,1,313.02,313.02,1182.15
35147,337,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,FlyingDrops,Hotel AF,4,139.1,556.4,1312.7
35149,337,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,CloudFy,Hotel AF,4,139.1,556.4,1286.83
35150,337,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,CloudFy,Hotel CB,1,165.99,165.99,510.25
35155,337,Recife (PE),Brasilia (DF),premium,638.63,Rainbow,Hotel BP,3,247.62,742.86,1381.49
35158,337,Brasilia (DF),Aracaju (SE),firstClass,1214.82,Rainbow,Hotel Z,4,208.04,832.16,2046.98
35169,337,Aracaju (SE),Campo Grande (MS),premium,1021.53,CloudFy,Hotel BW,2,60.39,120.78,1142.31
35171,337,Aracaju (SE),Recife (PE),premium,875.41,Rainbow,Hotel AU,2,312.83,625.66,1501.07
35175,337,Aracaju (SE),Brasilia (DF),firstClass,957.68,CloudFy,Hotel BP,1,247.62,247.62,1205.3
35177,337,Brasilia (DF),Sao Paulo (SP),premium,750,Rainbow,Hotel AF,1,139.1,139.1,889.1
35178,337,Recife (PE),Brasilia (DF),premium,638.63,Rainbow,Hotel BP,3,247.62,742.86,1381.49
35180,337,Recife (PE),Sao Paulo (SP),firstClass,954.78,FlyingDrops,Hotel AF,2,139.1,278.2,1232.98
35181,337,Brasilia (DF),Florianopolis (SC),premium,1189.32,CloudFy,Hotel A,1,313.02,313.02,1502.34
35183,337,Recife (PE),Campo Grande (MS),firstClass,1038.95,FlyingDrops,Hotel BW,3,60.39,181.17,1220.12
35184,337,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,Rainbow,Hotel CB,4,165.99,663.96,2015.85
35187,337,Aracaju (SE),Recife (PE),premium,875.41,Rainbow,Hotel AU,1,312.83,312.83,1188.24
35191,337,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,Rainbow,Hotel CB,3,165.99,497.97,1687.83
35192,337,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,CloudFy,Hotel CB,1,165.99,165.99,623.94
35195,337,Aracaju (SE),Salvador (BH),firstClass,1684.05,CloudFy,Hotel K,1,263.41,263.41,1947.46
35196,337,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,FlyingDrops,Hotel BW,1,60.39,60.39,1070.1
35198,337,Brasilia (DF),Aracaju (SE),firstClass,1287.52,FlyingDrops,Hotel Z,2,208.04,416.08,1703.6
35208,337,Aracaju (SE),Natal (RN),premium,427.25,Rainbow,Hotel BD,3,242.88,728.64,1155.89
35210,337,Aracaju (SE),Recife (PE),premium,875.41,Rainbow,Hotel AU,4,312.83,1251.32,2126.73
35211,337,Recife (PE),Natal (RN),premium,474.6,CloudFy,Hotel BD,3,242.88,728.64,1203.24
35213,337,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,Rainbow,Hotel CB,4,165.99,663.96,1104.65
35214,337,Recife (PE),Sao Paulo (SP),economic,545.95,Rainbow,Hotel AF,2,139.1,278.2,824.15
35215,337,Recife (PE),Rio de Janeiro (RJ),economic,910.7,CloudFy,Hotel CB,2,165.99,331.98,1242.68
35224,337,Recife (PE),Florianopolis (SC),firstClass,1371.83,Rainbow,Hotel A,4,313.02,1252.08,2623.91
35225,337,Aracaju (SE),Florianopolis (SC),economic,852.18,Rainbow,Hotel A,1,313.02,313.02,1165.2
35228,337,Aracaju (SE),Salvador (BH),premium,1289.05,Rainbow,Hotel K,4,263.41,1053.64,2342.69
35234,337,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,FlyingDrops,Hotel CB,2,165.99,331.98,2038.87
35235,337,Recife (PE),Natal (RN),firstClass,669.83,CloudFy,Hotel BD,4,242.88,971.52,1641.35
35237,337,Aracaju (SE),Campo Grande (MS),economic,743.54,Rainbow,Hotel BW,1,60.39,60.39,803.93
35238,337,Recife (PE),Salvador (BH),premium,1249.83,Rainbow,Hotel K,3,263.41,790.23,2040.06
35239,337,Recife (PE),Brasilia (DF),premium,638.63,Rainbow,Hotel BP,3,247.62,742.86,1381.49
35246,337,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,CloudFy,Hotel CB,1,165.99,165.99,1436.02
35251,337,Recife (PE),Campo Grande (MS),firstClass,1069.12,Rainbow,Hotel BW,3,60.39,181.17,1250.29
35253,337,Aracaju (SE),Recife (PE),economic,602.49,Rainbow,Hotel AU,3,312.83,938.49,1540.98
35255,337,Recife (PE),Campo Grande (MS),premium,793.15,CloudFy,Hotel BW,2,60.39,120.78,913.93
35258,337,Aracaju (SE),Campo Grande (MS),economic,750.92,CloudFy,Hotel BW,3,60.39,181.17,932.09
35259,337,Recife (PE),Brasilia (DF),firstClass,709.25,CloudFy,Hotel BP,2,247.62,495.24,1204.49
35262,337,Recife (PE),Natal (RN),firstClass,628.96,Rainbow,Hotel BD,3,242.88,728.64,1357.6
35265,337,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,CloudFy,Hotel BW,4,60.39,241.56,1338.14
35268,337,Brasilia (DF),Aracaju (SE),firstClass,1287.52,FlyingDrops,Hotel Z,4,208.04,832.16,2119.68
35272,338,Brasilia (DF),Aracaju (SE),economic,721.2,Rainbow,Hotel Z,4,208.04,832.16,1553.36
35283,338,Recife (PE),Sao Paulo (SP),economic,513.06,CloudFy,Hotel AF,1,139.1,139.1,652.16
35285,338,Aracaju (SE),Salvador (BH),economic,964.83,CloudFy,Hotel K,4,263.41,1053.64,2018.47
35287,338,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,Rainbow,Hotel AF,1,139.1,139.1,1131.27
35294,338,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,CloudFy,Hotel A,1,313.02,313.02,1828.81
35295,338,Recife (PE),Salvador (BH),premium,1249.83,Rainbow,Hotel K,2,263.41,526.82,1776.65
35299,338,Brasilia (DF),Florianopolis (SC),economic,889.07,Rainbow,Hotel A,4,313.02,1252.08,2141.15
35300,338,Aracaju (SE),Campo Grande (MS),premium,1021.53,CloudFy,Hotel BW,4,60.39,241.56,1263.09
35303,338,Aracaju (SE),Recife (PE),economic,602.49,Rainbow,Hotel AU,2,312.83,625.66,1228.15
35305,338,Brasilia (DF),Sao Paulo (SP),firstClass,904,FlyingDrops,Hotel AF,3,139.1,417.3,1321.3
35310,338,Aracaju (SE),Natal (RN),economic,380.32,Rainbow,Hotel BD,3,242.88,728.64,1108.96
35312,338,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,CloudFy,Hotel CB,1,165.99,165.99,623.94
35313,338,Recife (PE),Brasilia (DF),firstClass,721.93,Rainbow,Hotel BP,3,247.62,742.86,1464.79
35314,338,Recife (PE),Brasilia (DF),premium,573.61,CloudFy,Hotel BP,4,247.62,990.48,1564.09
35317,338,Brasilia (DF),Aracaju (SE),firstClass,1214.82,Rainbow,Hotel Z,2,208.04,416.08,1630.9
35319,338,Aracaju (SE),Florianopolis (SC),economic,869.13,CloudFy,Hotel A,1,313.02,313.02,1182.15
35325,338,Recife (PE),Sao Paulo (SP),economic,513.06,CloudFy,Hotel AF,1,139.1,139.1,652.16
35326,338,Recife (PE),Campo Grande (MS),economic,563.71,CloudFy,Hotel BW,2,60.39,120.78,684.49
35331,338,Aracaju (SE),Natal (RN),firstClass,577.71,FlyingDrops,Hotel BD,4,242.88,971.52,1549.23
35334,338,Recife (PE),Rio de Janeiro (RJ),economic,910.7,CloudFy,Hotel CB,4,165.99,663.96,1574.66
35335,338,Recife (PE),Aracaju (SE),firstClass,1300.81,FlyingDrops,Hotel Z,4,208.04,832.16,2132.97
35338,338,Recife (PE),Sao Paulo (SP),premium,657.87,CloudFy,Hotel AF,4,139.1,556.4,1214.27
35340,338,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,FlyingDrops,Hotel CB,4,165.99,663.96,1203.35
35341,338,Brasilia (DF),Recife (PE),economic,432.1,CloudFy,Hotel AU,4,312.83,1251.32,1683.42
35343,338,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,CloudFy,Hotel BW,4,60.39,241.56,1630.93
35354,338,Recife (PE),Salvador (BH),premium,1249.83,Rainbow,Hotel K,4,263.41,1053.64,2303.47
35362,338,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,CloudFy,Hotel AF,3,139.1,417.3,1310.95
35364,338,Aracaju (SE),Sao Paulo (SP),economic,446.73,Rainbow,Hotel AF,1,139.1,139.1,585.83
35365,338,Recife (PE),Sao Paulo (SP),economic,545.95,Rainbow,Hotel AF,2,139.1,278.2,824.15
35366,338,Recife (PE),Florianopolis (SC),premium,1074.75,CloudFy,Hotel A,1,313.02,313.02,1387.77
35369,338,Brasilia (DF),Sao Paulo (SP),premium,750,Rainbow,Hotel AF,4,139.1,556.4,1306.4
35373,338,Recife (PE),Brasilia (DF),economic,393.68,CloudFy,Hotel BP,1,247.62,247.62,641.3
35374,338,Recife (PE),Aracaju (SE),premium,932.22,Rainbow,Hotel Z,1,208.04,208.04,1140.26
35377,338,Recife (PE),Campo Grande (MS),premium,832.77,Rainbow,Hotel BW,4,60.39,241.56,1074.33
35378,338,Brasilia (DF),Campo Grande (MS),premium,831.7,CloudFy,Hotel BW,3,60.39,181.17,1012.87
35391,338,Aracaju (SE),Natal (RN),economic,380.32,Rainbow,Hotel BD,2,242.88,485.76,866.08
35393,338,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,Rainbow,Hotel BW,2,60.39,120.78,1508.67
35398,338,Brasilia (DF),Florianopolis (SC),premium,1222.24,Rainbow,Hotel A,2,313.02,626.04,1848.28
35418,338,Aracaju (SE),Salvador (BH),firstClass,1714.75,FlyingDrops,Hotel K,4,263.41,1053.64,2768.39
35421,338,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,Rainbow,Hotel A,2,313.02,626.04,2203.01
35423,338,Recife (PE),Natal (RN),economic,360.22,Rainbow,Hotel BD,3,242.88,728.64,1088.86
35425,338,Aracaju (SE),Natal (RN),premium,535.95,CloudFy,Hotel BD,3,242.88,728.64,1264.59
35426,338,Brasilia (DF),Aracaju (SE),firstClass,1214.82,Rainbow,Hotel Z,4,208.04,832.16,2046.98
35427,338,Brasilia (DF),Aracaju (SE),firstClass,1287.52,FlyingDrops,Hotel Z,3,208.04,624.12,1911.64
35428,338,Aracaju (SE),Natal (RN),firstClass,549.96,Rainbow,Hotel BD,4,242.88,971.52,1521.48
35432,338,Brasilia (DF),Natal (RN),firstClass,1433.35,FlyingDrops,Hotel BD,3,242.88,728.64,2161.99
35436,338,Recife (PE),Rio de Janeiro (RJ),economic,908.93,Rainbow,Hotel CB,3,165.99,497.97,1406.9
35438,338,Recife (PE),Aracaju (SE),economic,663.23,Rainbow,Hotel Z,4,208.04,832.16,1495.39
35440,338,Brasilia (DF),Sao Paulo (SP),economic,533.8,Rainbow,Hotel AF,1,139.1,139.1,672.9
35441,338,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,CloudFy,Hotel BW,4,60.39,241.56,1630.93
35443,338,Aracaju (SE),Recife (PE),premium,835.21,CloudFy,Hotel AU,3,312.83,938.49,1773.7
35446,338,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,CloudFy,Hotel AF,3,139.1,417.3,1147.73
35448,338,Aracaju (SE),Sao Paulo (SP),premium,630.34,CloudFy,Hotel AF,2,139.1,278.2,908.54
35451,338,Brasilia (DF),Salvador (BH),economic,958.15,CloudFy,Hotel K,3,263.41,790.23,1748.38
35452,338,Brasilia (DF),Campo Grande (MS),economic,583.6,CloudFy,Hotel BW,2,60.39,120.78,704.38
35454,339,Recife (PE),Sao Paulo (SP),economic,513.06,CloudFy,Hotel AF,2,139.1,278.2,791.26
35460,339,Aracaju (SE),Brasilia (DF),economic,472.72,CloudFy,Hotel BP,4,247.62,990.48,1463.2
35461,339,Brasilia (DF),Aracaju (SE),firstClass,1260.1,CloudFy,Hotel Z,2,208.04,416.08,1676.18
35465,339,Recife (PE),Brasilia (DF),economic,393.68,CloudFy,Hotel BP,3,247.62,742.86,1136.54
35466,339,Brasilia (DF),Aracaju (SE),firstClass,1287.52,FlyingDrops,Hotel Z,3,208.04,624.12,1911.64
35471,339,Recife (PE),Sao Paulo (SP),firstClass,954.78,FlyingDrops,Hotel AF,1,139.1,139.1,1093.88
35475,339,Brasilia (DF),Salvador (BH),firstClass,1665.24,Rainbow,Hotel K,4,263.41,1053.64,2718.88
35476,339,Aracaju (SE),Campo Grande (MS),premium,1021.53,CloudFy,Hotel BW,3,60.39,181.17,1202.7
35477,339,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,Rainbow,Hotel CB,3,165.99,497.97,2109.11
35479,339,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,Rainbow,Hotel CB,2,165.99,331.98,1683.87
35481,339,Recife (PE),Rio de Janeiro (RJ),economic,908.93,Rainbow,Hotel CB,4,165.99,663.96,1572.89
35484,339,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,CloudFy,Hotel CB,3,165.99,497.97,1147.61
35489,339,Aracaju (SE),Florianopolis (SC),economic,869.13,CloudFy,Hotel A,1,313.02,313.02,1182.15
35496,339,Aracaju (SE),Salvador (BH),premium,1288.79,CloudFy,Hotel K,1,263.41,263.41,1552.2
35505,339,Brasilia (DF),Natal (RN),premium,1107.52,Rainbow,Hotel BD,4,242.88,971.52,2079.04
35514,339,Recife (PE),Florianopolis (SC),premium,1074.75,CloudFy,Hotel A,2,313.02,626.04,1700.79
35519,339,Aracaju (SE),Recife (PE),premium,835.21,CloudFy,Hotel AU,2,312.83,625.66,1460.87
35522,339,Brasilia (DF),Natal (RN),premium,1067.3,CloudFy,Hotel BD,2,242.88,485.76,1553.06
35523,339,Aracaju (SE),Natal (RN),premium,535.95,CloudFy,Hotel BD,3,242.88,728.64,1264.59
35527,339,Recife (PE),Brasilia (DF),economic,439.38,Rainbow,Hotel BP,3,247.62,742.86,1182.24
35528,339,Recife (PE),Natal (RN),firstClass,628.96,Rainbow,Hotel BD,3,242.88,728.64,1357.6
35533,339,Recife (PE),Salvador (BH),premium,1242.65,CloudFy,Hotel K,4,263.41,1053.64,2296.29
35534,339,Brasilia (DF),Aracaju (SE),firstClass,1214.82,Rainbow,Hotel Z,1,208.04,208.04,1422.86
35535,339,Aracaju (SE),Sao Paulo (SP),premium,630.34,CloudFy,Hotel AF,4,139.1,556.4,1186.74
35536,339,Recife (PE),Campo Grande (MS),economic,563.71,CloudFy,Hotel BW,3,60.39,181.17,744.88
35538,339,Brasilia (DF),Salvador (BH),premium,1346.6,CloudFy,Hotel K,4,263.41,1053.64,2400.24
35539,339,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,CloudFy,Hotel CB,2,165.99,331.98,1944.37
35542,340,Recife (PE),Natal (RN),firstClass,669.83,CloudFy,Hotel BD,3,242.88,728.64,1398.47
35544,340,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,FlyingDrops,Hotel BW,3,60.39,181.17,1557.26
35546,340,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,FlyingDrops,Hotel CB,3,165.99,497.97,1688.91
35548,340,Recife (PE),Brasilia (DF),premium,573.61,CloudFy,Hotel BP,1,247.62,247.62,821.23
35558,340,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,CloudFy,Hotel CB,4,165.99,663.96,1008.22
35561,340,Brasilia (DF),Natal (RN),firstClass,1433.35,FlyingDrops,Hotel BD,1,242.88,242.88,1676.23
35562,340,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,CloudFy,Hotel AF,1,139.1,139.1,869.53
35579,341,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,Rainbow,Hotel BW,4,60.39,241.56,1629.45
35589,341,Aracaju (SE),Salvador (BH),firstClass,1684.05,CloudFy,Hotel K,1,263.41,263.41,1947.46
35592,341,Aracaju (SE),Campo Grande (MS),economic,743.54,Rainbow,Hotel BW,1,60.39,60.39,803.93
35594,341,Recife (PE),Sao Paulo (SP),economic,513.06,CloudFy,Hotel AF,4,139.1,556.4,1069.46
35597,341,Brasilia (DF),Natal (RN),economic,726.19,Rainbow,Hotel BD,2,242.88,485.76,1211.95
35600,341,Brasilia (DF),Recife (PE),economic,432.1,CloudFy,Hotel AU,4,312.83,1251.32,1683.42
35603,341,Brasilia (DF),Aracaju (SE),economic,721.2,Rainbow,Hotel Z,4,208.04,832.16,1553.36
35604,341,Recife (PE),Florianopolis (SC),firstClass,1354.53,CloudFy,Hotel A,2,313.02,626.04,1980.57
35605,341,Recife (PE),Campo Grande (MS),firstClass,1038.95,FlyingDrops,Hotel BW,1,60.39,60.39,1099.34
35606,341,Recife (PE),Brasilia (DF),economic,393.68,CloudFy,Hotel BP,4,247.62,990.48,1384.16
35608,341,Recife (PE),Florianopolis (SC),economic,761.2,CloudFy,Hotel A,1,313.02,313.02,1074.22
35610,341,Aracaju (SE),Florianopolis (SC),premium,1174.97,CloudFy,Hotel A,1,313.02,313.02,1487.99
35614,341,Recife (PE),Brasilia (DF),premium,638.63,Rainbow,Hotel BP,3,247.62,742.86,1381.49
35616,341,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,CloudFy,Hotel A,4,313.02,1252.08,2739.6
35627,341,Recife (PE),Brasilia (DF),premium,638.63,Rainbow,Hotel BP,3,247.62,742.86,1381.49
35630,341,Recife (PE),Florianopolis (SC),premium,1074.75,CloudFy,Hotel A,3,313.02,939.06,2013.81
35633,341,Recife (PE),Natal (RN),firstClass,669.83,CloudFy,Hotel BD,3,242.88,728.64,1398.47
35635,341,Recife (PE),Campo Grande (MS),economic,615.59,Rainbow,Hotel BW,3,60.39,181.17,796.76
35636,341,Brasilia (DF),Recife (PE),premium,559.13,Rainbow,Hotel AU,4,312.83,1251.32,1810.45
35640,341,Brasilia (DF),Campo Grande (MS),economic,583.6,CloudFy,Hotel BW,4,60.39,241.56,825.16
35644,341,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,FlyingDrops,Hotel A,1,313.02,313.02,1812.95
35645,341,Aracaju (SE),Florianopolis (SC),premium,1132.81,Rainbow,Hotel A,3,313.02,939.06,2071.87
35647,341,Recife (PE),Sao Paulo (SP),firstClass,980.83,Rainbow,Hotel AF,2,139.1,278.2,1259.03
35648,341,Brasilia (DF),Florianopolis (SC),premium,1222.24,Rainbow,Hotel A,2,313.02,626.04,1848.28
35650,341,Brasilia (DF),Natal (RN),premium,1107.52,Rainbow,Hotel BD,1,242.88,242.88,1350.4
35653,341,Recife (PE),Salvador (BH),economic,842.11,CloudFy,Hotel K,1,263.41,263.41,1105.52
35654,341,Aracaju (SE),Brasilia (DF),economic,548.62,Rainbow,Hotel BP,3,247.62,742.86,1291.48
35657,341,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,Rainbow,Hotel CB,1,165.99,165.99,606.68
